TEAM,DATE,OPPONENT,HOME(D)/AWAY(W),RESULT,WIN(W)/LOST(P),PTS,2PM,2PA,2P%,3PM,3PA,3P%,SM,SA,S%,FTM,FTA,FT%,OREB,DREB,TREB,AST,PF,FF,TOV,STL,BLK,RBLK,EVAL,YEAR
PBG Basket Poznań,2006-04-08 17:30:00,KS AZS AWF Katowice,W,74:67,P,67,26,40,65.0,2,14,14.3,28,54,51.9,9,17,52.9,7,22,29,12,26,0,18,19,2,0,77,2005/2006
PBG Basket Poznań,2006-04-09 19:30:00,KS AZS AWF Katowice,W,51:72,W,72,23,44,52.3,2,14,14.3,25,58,43.1,20,32,62.5,6,16,22,15,23,0,13,26,1,0,78,2005/2006
Sportowiec Częstochowa,2005-10-02 17:00:00,KS AZS AWF Katowice,W,86:100,W,100,31,53,58.5,7,14,50.0,38,67,56.7,17,23,73.9,13,19,32,19,22,0,17,8,2,0,109,2005/2006
Sportowiec Częstochowa,2005-10-08 18:00:00,Basket Kwidzyn,D,76:96,P,76,26,44,59.1,3,10,30.0,29,54,53.7,15,30,50.0,7,16,23,18,23,0,12,12,4,0,81,2005/2006
Sportowiec Częstochowa,2005-10-12 17:30:00,PTG Sokół Łańcut,W,71:57,P,57,20,45,44.4,2,13,15.4,22,58,37.9,11,17,64.7,9,17,26,10,17,0,15,8,4,0,48,2005/2006
Sportowiec Częstochowa,2005-10-16 16:00:00,Stal Stalowa Wola,D,77:79,P,77,27,51,52.9,4,22,18.2,31,73,42.5,11,15,73.3,12,28,40,22,25,0,17,9,3,0,88,2005/2006
Sportowiec Częstochowa,2005-10-22 19:00:00,Górnik Wałbrzych,W,99:90,P,90,18,40,45.0,8,24,33.3,26,64,40.6,30,37,81.1,10,20,30,13,20,0,13,6,3,0,84,2005/2006
Sportowiec Częstochowa,2005-10-26 19:00:00,Siarka Tarnobrzeg,D,80:63,W,80,27,52,51.9,5,18,27.8,32,70,45.7,11,15,73.3,16,28,44,24,20,0,18,9,10,0,107,2005/2006
Sportowiec Częstochowa,2005-10-29 17:00:00,Spójnia Stargard Szcz.,W,88:96,W,96,22,34,64.7,9,18,50.0,31,52,59.6,25,32,78.1,5,22,27,15,17,0,17,7,4,0,104,2005/2006
Sportowiec Częstochowa,2005-11-05 16:00:00,AZS Politechnika Radomska,D,89:81,W,89,25,42,59.5,11,26,42.3,36,68,52.9,6,7,85.7,10,25,35,28,16,0,11,10,6,0,124,2005/2006
Sportowiec Częstochowa,2005-11-09 18:00:00,Grono Zielona Góra,W,60:89,W,89,26,44,59.1,6,15,40.0,32,59,54.2,19,22,86.4,5,31,36,16,18,0,12,6,2,0,107,2005/2006
Sportowiec Częstochowa,2005-11-12 18:00:00,PBG Basket Poznań,W,75:82,W,82,25,41,61.0,5,17,29.4,30,58,51.7,17,26,65.4,9,24,33,17,19,0,19,4,3,0,83,2005/2006
Sportowiec Częstochowa,2005-11-19 18:00:00,Viking Gdynia,D,86:89,P,86,20,35,57.1,5,13,38.5,25,48,52.1,31,41,75.6,5,22,27,14,25,0,9,9,4,0,98,2005/2006
Sportowiec Częstochowa,2005-11-23 17:30:00,Sokołów Znicz Jarosław,W,96:79,P,79,19,42,45.2,12,27,44.4,31,69,44.9,5,8,62.5,9,16,25,12,27,0,18,6,2,0,65,2005/2006
Sportowiec Częstochowa,2005-11-26 16:00:00,Znicz Basket Pruszków,D,101:89,W,101,19,38,50.0,14,28,50.0,33,66,50.0,21,28,75.0,14,23,37,28,19,0,21,18,8,0,131,2005/2006
Sportowiec Częstochowa,2005-12-03 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,92:86,P,86,18,43,41.9,10,20,50.0,28,63,44.4,20,21,95.2,14,19,33,16,27,0,18,9,0,0,90,2005/2006
Sportowiec Częstochowa,2005-12-10 17:00:00,KS Legion Legionowo,D,77:88,P,77,20,39,51.3,10,22,45.5,30,61,49.2,7,8,87.5,7,28,35,25,25,0,22,11,2,0,96,2005/2006
Sportowiec Częstochowa,2005-12-17 16:00:00,KS AZS AWF Katowice,D,99:79,W,99,37,58,63.8,3,11,27.3,40,69,58.0,16,19,84.2,15,21,36,34,16,0,12,14,4,0,143,2005/2006
Sportowiec Częstochowa,2006-01-07 17:00:00,Basket Kwidzyn,W,56:53,P,53,19,50,38.0,2,13,15.4,21,63,33.3,9,14,64.3,10,21,31,8,19,0,10,5,4,0,44,2005/2006
Sportowiec Częstochowa,2006-01-11 19:00:00,PTG Sokół Łańcut,D,93:86,W,93,23,37,62.2,8,20,40.0,31,57,54.4,23,27,85.2,7,32,39,21,26,0,21,14,6,0,122,2005/2006
Sportowiec Częstochowa,2006-01-14 17:00:00,Stal Stalowa Wola,W,74:83,W,83,27,52,51.9,5,18,27.8,32,70,45.7,14,19,73.7,12,30,42,17,14,0,11,7,2,0,97,2005/2006
Sportowiec Częstochowa,2006-01-22 16:00:00,Górnik Wałbrzych,D,75:72,W,75,17,37,45.9,8,19,42.1,25,56,44.6,17,21,81.0,5,36,41,20,20,0,15,5,5,0,96,2005/2006
Sportowiec Częstochowa,2006-01-25 18:00:00,Siarka Tarnobrzeg,W,81:53,P,53,20,44,45.5,3,17,17.6,23,61,37.7,4,8,50.0,5,20,25,13,18,0,17,13,3,0,48,2005/2006
Sportowiec Częstochowa,2006-01-28 17:00:00,Spójnia Stargard Szcz.,D,99:76,W,99,33,52,63.5,6,16,37.5,39,68,57.4,15,18,83.3,11,23,34,19,13,0,12,11,4,0,123,2005/2006
Sportowiec Częstochowa,2006-02-04 18:00:00,AZS Politechnika Radomska,W,62:80,W,80,22,40,55.0,8,19,42.1,30,59,50.8,12,15,80.0,5,23,28,9,21,0,8,7,5,0,89,2005/2006
Sportowiec Częstochowa,2006-02-08 19:00:00,Grono Zielona Góra,D,70:74,P,70,24,57,42.1,5,13,38.5,29,70,41.4,7,12,58.3,14,25,39,17,22,0,10,10,7,0,87,2005/2006
Sportowiec Częstochowa,2006-02-11 17:00:00,PBG Basket Poznań,D,80:91,P,80,23,46,50.0,6,17,35.3,29,63,46.0,16,20,80.0,12,23,35,13,33,0,21,13,3,0,85,2005/2006
Sportowiec Częstochowa,2006-02-18 18:00:00,Viking Gdynia,W,95:88,P,88,27,39,69.2,8,25,32.0,35,64,54.7,10,16,62.5,4,20,24,12,25,0,12,8,1,0,86,2005/2006
Sportowiec Częstochowa,2006-02-22 19:00:00,Sokołów Znicz Jarosław,D,87:108,P,87,26,56,46.4,6,24,25.0,32,80,40.0,17,20,85.0,15,20,35,20,26,0,12,13,9,0,101,2005/2006
Sportowiec Częstochowa,2006-02-25 18:00:00,Znicz Basket Pruszków,W,77:58,P,58,13,36,36.1,5,25,20.0,18,61,29.5,17,25,68.0,9,22,31,10,17,0,15,10,3,0,46,2005/2006
Sportowiec Częstochowa,2006-03-04 17:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,92:99,P,92,31,54,57.4,6,22,27.3,37,76,48.7,12,21,57.1,18,30,48,27,23,0,20,5,4,0,108,2005/2006
Sportowiec Częstochowa,2006-03-11 17:00:00,KS Legion Legionowo,W,79:76,P,76,24,42,57.1,7,19,36.8,31,61,50.8,7,13,53.8,12,20,32,14,23,0,26,14,1,0,75,2005/2006
Sportowiec Częstochowa,2006-03-18 16:00:00,PBG Basket Poznań,D,88:73,W,88,25,47,53.2,6,17,35.3,31,64,48.4,20,25,80.0,12,28,40,19,21,0,15,10,3,0,107,2005/2006
Sportowiec Częstochowa,2006-03-22 16:00:00,PBG Basket Poznań,W,105:78,P,78,24,50,48.0,4,14,28.6,28,64,43.8,18,24,75.0,10,19,29,6,29,0,17,14,0,0,68,2005/2006
Sportowiec Częstochowa,2006-03-27 17:00:00,PBG Basket Poznań,D,91:77,W,91,27,53,50.9,7,14,50.0,34,67,50.7,16,23,69.6,12,25,37,16,25,0,15,14,7,0,110,2005/2006
Znicz Basket Pruszków,2005-10-01 18:00:00,PBG Basket Poznań,D,68:66,W,68,12,29,41.4,10,27,37.0,22,56,39.3,14,21,66.7,16,23,39,15,28,0,21,8,1,0,69,2005/2006
Znicz Basket Pruszków,2005-10-08 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,69:58,W,69,16,38,42.1,7,23,30.4,23,61,37.7,16,26,61.5,9,26,35,12,22,0,16,15,0,0,67,2005/2006
Znicz Basket Pruszków,2005-10-12 17:00:00,KS Legion Legionowo,W,81:83,W,83,22,33,66.7,10,25,40.0,32,58,55.2,9,14,64.3,6,10,16,5,33,0,13,8,0,0,68,2005/2006
Znicz Basket Pruszków,2005-10-15 18:00:00,KS AZS AWF Katowice,D,85:89,P,85,25,48,52.1,8,23,34.8,33,71,46.5,11,13,84.6,5,27,32,14,23,0,18,10,5,0,88,2005/2006
Znicz Basket Pruszków,2005-10-22 11:00:00,Basket Kwidzyn,W,100:68,P,68,20,38,52.6,6,15,40.0,26,53,49.1,10,11,90.9,6,16,22,16,20,0,24,11,4,0,69,2005/2006
Znicz Basket Pruszków,2005-10-26 18:00:00,PTG Sokół Łańcut,D,91:70,W,91,19,35,54.3,11,29,37.9,30,64,46.9,20,24,83.3,17,24,41,18,21,0,18,11,3,0,108,2005/2006
Znicz Basket Pruszków,2005-10-29 17:00:00,Stal Stalowa Wola,W,59:89,W,89,18,41,43.9,14,24,58.3,32,65,49.2,11,17,64.7,9,33,42,16,26,0,23,16,6,0,107,2005/2006
Znicz Basket Pruszków,2005-11-05 18:00:00,Górnik Wałbrzych,D,81:56,W,81,24,32,75.0,7,19,36.8,31,51,60.8,12,18,66.7,7,29,36,19,21,0,29,13,5,0,99,2005/2006
Znicz Basket Pruszków,2005-11-09 18:00:00,Siarka Tarnobrzeg,W,94:85,P,85,19,32,59.4,10,31,32.3,29,63,46.0,17,21,81.0,12,25,37,10,27,0,23,9,0,0,80,2005/2006
Znicz Basket Pruszków,2005-11-12 18:00:00,Spójnia Stargard Szcz.,D,71:83,P,71,14,48,29.2,5,21,23.8,19,69,27.5,28,41,68.3,15,20,35,11,22,0,14,12,1,0,53,2005/2006
Znicz Basket Pruszków,2005-11-19 18:00:00,AZS Politechnika Radomska,W,63:73,W,73,20,39,51.3,8,20,40.0,28,59,47.5,9,13,69.2,7,29,36,11,19,0,15,2,1,0,73,2005/2006
Znicz Basket Pruszków,2005-11-23 18:00:00,Grono Zielona Góra,D,82:76,W,82,20,34,58.8,6,18,33.3,26,52,50.0,24,35,68.6,11,23,34,15,25,0,20,9,2,0,85,2005/2006
Znicz Basket Pruszków,2005-11-26 16:00:00,Sportowiec Częstochowa,W,101:89,P,89,19,42,45.2,12,26,46.2,31,68,45.6,15,18,83.3,9,16,25,18,22,0,19,13,3,0,89,2005/2006
Znicz Basket Pruszków,2005-12-03 18:00:00,Viking Gdynia,D,86:75,W,86,21,38,55.3,9,18,50.0,30,56,53.6,17,27,63.0,11,27,38,14,24,0,19,10,0,0,93,2005/2006
Znicz Basket Pruszków,2005-12-11 17:00:00,Sokołów Znicz Jarosław,W,74:69,P,69,15,36,41.7,11,35,31.4,26,71,36.6,6,10,60.0,15,19,34,9,26,0,14,7,1,0,57,2005/2006
Znicz Basket Pruszków,2005-12-17 17:00:00,PBG Basket Poznań,W,89:85,P,85,28,49,57.1,3,13,23.1,31,62,50.0,20,23,87.0,17,18,35,4,35,0,21,8,0,0,77,2005/2006
Znicz Basket Pruszków,2006-01-07 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,93:83,P,83,20,35,57.1,11,24,45.8,31,59,52.5,10,13,76.9,9,18,27,19,23,0,27,10,1,0,82,2005/2006
Znicz Basket Pruszków,2006-01-11 18:00:00,KS Legion Legionowo,D,70:80,P,70,18,37,48.6,6,24,25.0,24,61,39.3,16,25,64.0,11,27,38,14,27,0,21,9,1,0,65,2005/2006
Znicz Basket Pruszków,2006-01-15 17:00:00,KS AZS AWF Katowice,W,89:78,P,78,21,40,52.5,4,18,22.2,25,58,43.1,24,30,80.0,7,21,28,13,22,0,14,13,0,0,79,2005/2006
Znicz Basket Pruszków,2006-01-21 18:00:00,Basket Kwidzyn,D,69:80,P,69,21,43,48.8,4,16,25.0,25,59,42.4,15,19,78.9,7,26,33,5,18,0,17,5,1,0,58,2005/2006
Znicz Basket Pruszków,2006-01-25 17:30:00,PTG Sokół Łańcut,W,89:72,P,72,18,37,48.6,7,21,33.3,25,58,43.1,15,19,78.9,9,20,29,14,27,0,19,14,0,0,73,2005/2006
Znicz Basket Pruszków,2006-01-28 18:00:00,Stal Stalowa Wola,D,88:86,W,88,24,42,57.1,8,19,42.1,32,61,52.5,16,27,59.3,9,15,24,19,28,0,19,10,2,0,84,2005/2006
Znicz Basket Pruszków,2006-02-04 17:00:00,Górnik Wałbrzych,W,86:78,P,78,15,30,50.0,11,25,44.0,26,55,47.3,15,22,68.2,7,19,26,14,25,0,18,9,4,0,77,2005/2006
Znicz Basket Pruszków,2006-02-08 18:00:00,Siarka Tarnobrzeg,D,82:75,W,82,23,42,54.8,6,22,27.3,29,64,45.3,18,23,78.3,13,27,40,9,30,0,22,13,0,0,82,2005/2006
Znicz Basket Pruszków,2006-02-11 17:00:00,Spójnia Stargard Szcz.,W,86:69,P,69,19,42,45.2,4,20,20.0,23,62,37.1,19,24,79.2,11,17,28,6,29,0,16,14,2,0,59,2005/2006
Znicz Basket Pruszków,2006-02-19 18:00:00,AZS Politechnika Radomska,D,83:70,W,83,17,38,44.7,11,30,36.7,28,68,41.2,16,20,80.0,13,24,37,17,29,0,19,18,3,0,95,2005/2006
Znicz Basket Pruszków,2006-02-22 18:00:00,Grono Zielona Góra,W,84:71,P,71,14,30,46.7,9,20,45.0,23,50,46.0,16,21,76.2,8,21,29,9,21,0,19,12,5,0,75,2005/2006
Znicz Basket Pruszków,2006-02-25 18:00:00,Sportowiec Częstochowa,D,77:58,W,77,21,40,52.5,7,26,26.9,28,66,42.4,14,17,82.4,13,31,44,13,26,0,19,11,3,0,88,2005/2006
Znicz Basket Pruszków,2006-03-04 19:00:00,Viking Gdynia,W,87:73,P,73,17,29,58.6,9,29,31.0,26,58,44.8,12,17,70.6,2,23,25,11,33,0,14,4,0,0,62,2005/2006
Znicz Basket Pruszków,2006-03-11 17:00:00,Sokołów Znicz Jarosław,D,72:91,P,72,21,40,52.5,8,27,29.6,29,67,43.3,6,9,66.7,7,16,23,12,24,0,13,14,3,0,70,2005/2006
Znicz Basket Pruszków,2006-03-18 18:00:00,Siarka Tarnobrzeg,D,76:57,W,76,26,53,49.1,5,20,25.0,31,73,42.5,9,14,64.3,16,22,38,17,23,0,11,16,5,0,94,2005/2006
Znicz Basket Pruszków,2006-03-22 18:00:00,Siarka Tarnobrzeg,W,83:90,W,90,20,35,57.1,10,19,52.6,30,54,55.6,20,25,80.0,5,13,18,12,31,0,21,18,2,0,90,2005/2006
AZS Politechnika Radomska,2005-10-01 17:30:00,PTG Sokół Łańcut,W,84:53,P,53,14,33,42.4,2,16,12.5,16,49,32.7,19,30,63.3,10,27,37,7,17,0,19,3,1,0,38,2005/2006
AZS Politechnika Radomska,2005-10-08 18:00:00,Stal Stalowa Wola,D,70:66,W,70,23,47,48.9,3,10,30.0,26,57,45.6,15,25,60.0,10,26,36,7,28,0,17,11,1,0,67,2005/2006
AZS Politechnika Radomska,2005-10-12 18:00:00,Górnik Wałbrzych,W,99:81,P,81,20,34,58.8,7,17,41.2,27,51,52.9,20,32,62.5,9,13,22,10,22,0,18,12,0,0,71,2005/2006
AZS Politechnika Radomska,2005-10-15 18:00:00,Siarka Tarnobrzeg,D,71:57,W,71,17,42,40.5,7,16,43.8,24,58,41.4,16,23,69.6,6,20,26,5,21,0,14,10,0,0,57,2005/2006
AZS Politechnika Radomska,2005-10-19 17:30:00,Viking Gdynia,D,70:76,P,70,18,53,34.0,8,21,38.1,26,74,35.1,10,14,71.4,14,18,32,8,22,0,8,12,1,0,63,2005/2006
AZS Politechnika Radomska,2005-10-22 17:00:00,Spójnia Stargard Szcz.,W,73:68,P,68,20,48,41.7,4,11,36.4,24,59,40.7,16,23,69.6,5,23,28,5,21,0,14,12,0,0,57,2005/2006
AZS Politechnika Radomska,2005-10-26 16:00:00,PBG Basket Poznań,W,81:75,P,75,24,43,55.8,4,17,23.5,28,60,46.7,15,24,62.5,9,13,22,2,21,0,14,15,0,0,59,2005/2006
AZS Politechnika Radomska,2005-10-29 18:00:00,Grono Zielona Góra,D,58:77,P,58,17,45,37.8,5,14,35.7,22,59,37.3,9,18,50.0,11,21,32,7,20,0,15,5,1,0,42,2005/2006
AZS Politechnika Radomska,2005-11-05 16:00:00,Sportowiec Częstochowa,W,89:81,P,81,17,46,37.0,12,19,63.2,29,65,44.6,11,14,78.6,7,19,26,15,13,0,14,7,0,0,76,2005/2006
AZS Politechnika Radomska,2005-11-12 16:30:00,Sokołów Znicz Jarosław,W,93:77,P,77,19,41,46.3,6,20,30.0,25,61,41.0,21,27,77.8,8,15,23,7,23,0,18,8,1,0,56,2005/2006
AZS Politechnika Radomska,2005-11-19 18:00:00,Znicz Basket Pruszków,D,63:73,P,63,16,45,35.6,9,19,47.4,25,64,39.1,4,7,57.1,7,22,29,9,18,0,14,8,2,0,55,2005/2006
AZS Politechnika Radomska,2005-11-23 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,93:78,P,78,23,43,53.5,4,15,26.7,27,58,46.6,20,27,74.1,10,21,31,9,20,0,23,11,0,0,68,2005/2006
AZS Politechnika Radomska,2005-11-26 18:00:00,KS Legion Legionowo,D,87:75,W,87,18,30,60.0,9,16,56.3,27,46,58.7,24,34,70.6,8,27,35,22,17,0,21,11,0,0,105,2005/2006
AZS Politechnika Radomska,2005-12-04 17:00:00,KS AZS AWF Katowice,W,89:85,P,85,24,44,54.5,10,22,45.5,34,66,51.5,7,9,77.8,7,19,26,15,24,0,20,10,2,0,84,2005/2006
AZS Politechnika Radomska,2005-12-10 18:00:00,Basket Kwidzyn,D,64:70,P,64,19,46,41.3,6,11,54.5,25,57,43.9,8,14,57.1,3,24,27,11,22,0,10,8,0,0,62,2005/2006
AZS Politechnika Radomska,2005-12-17 18:00:00,PTG Sokół Łańcut,D,84:78,W,84,14,31,45.2,8,18,44.4,22,49,44.9,32,41,78.0,9,20,29,6,28,0,12,12,0,0,83,2005/2006
AZS Politechnika Radomska,2006-01-07 17:00:00,Stal Stalowa Wola,W,91:87,P,87,26,48,54.2,7,16,43.8,33,64,51.6,14,26,53.8,6,23,29,16,20,0,15,13,1,0,88,2005/2006
AZS Politechnika Radomska,2006-01-15 17:00:00,Siarka Tarnobrzeg,W,79:52,P,52,15,32,46.9,1,15,6.7,16,47,34.0,19,26,73.1,10,23,33,5,19,0,23,4,0,0,33,2005/2006
AZS Politechnika Radomska,2006-01-18 16:00:00,Górnik Wałbrzych,D,77:57,W,77,21,39,53.8,5,16,31.3,26,55,47.3,20,29,69.0,13,20,33,13,22,0,9,13,4,0,93,2005/2006
AZS Politechnika Radomska,2006-01-21 18:00:00,Spójnia Stargard Szcz.,D,64:71,P,64,21,52,40.4,3,18,16.7,24,70,34.3,13,17,76.5,17,17,34,10,15,0,5,13,0,0,66,2005/2006
AZS Politechnika Radomska,2006-01-25 17:00:00,PBG Basket Poznań,D,77:69,W,77,24,44,54.5,3,16,18.8,27,60,45.0,20,29,69.0,11,30,41,10,26,0,13,10,0,0,83,2005/2006
AZS Politechnika Radomska,2006-01-28 15:00:00,Grono Zielona Góra,W,89:71,P,71,18,49,36.7,3,13,23.1,21,62,33.9,26,32,81.3,9,28,37,7,23,0,15,5,1,0,59,2005/2006
AZS Politechnika Radomska,2006-02-04 18:00:00,Sportowiec Częstochowa,D,62:80,P,62,20,44,45.5,3,18,16.7,23,62,37.1,13,22,59.1,13,23,36,4,20,0,12,5,1,0,48,2005/2006
AZS Politechnika Radomska,2006-02-08 19:00:00,Viking Gdynia,W,91:62,P,62,16,43,37.2,4,18,22.2,20,61,32.8,18,22,81.8,7,19,26,8,20,0,15,5,0,0,41,2005/2006
AZS Politechnika Radomska,2006-02-11 18:00:00,Sokołów Znicz Jarosław,D,65:90,P,65,18,45,40.0,8,14,57.1,26,59,44.1,5,12,41.7,9,16,25,10,26,0,14,8,2,0,56,2005/2006
AZS Politechnika Radomska,2006-02-19 18:00:00,Znicz Basket Pruszków,W,83:70,P,70,18,39,46.2,4,16,25.0,22,55,40.0,22,34,64.7,8,21,29,11,25,0,20,13,1,0,59,2005/2006
AZS Politechnika Radomska,2006-02-22 17:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,71:77,P,71,23,43,53.5,1,10,10.0,24,53,45.3,22,28,78.6,8,26,34,6,27,0,21,9,0,0,64,2005/2006
AZS Politechnika Radomska,2006-02-25 14:00:00,KS Legion Legionowo,W,69:65,P,65,16,44,36.4,6,13,46.2,22,57,38.6,15,25,60.0,9,21,30,9,22,0,18,10,0,0,51,2005/2006
AZS Politechnika Radomska,2006-03-02 19:00:00,KS AZS AWF Katowice,D,79:67,W,79,27,47,57.4,4,11,36.4,31,58,53.4,13,14,92.9,7,27,34,14,17,0,13,4,2,0,92,2005/2006
AZS Politechnika Radomska,2006-03-11 17:00:00,Basket Kwidzyn,W,71:68,P,68,26,45,57.8,3,15,20.0,29,60,48.3,7,9,77.8,5,17,22,6,22,0,16,8,1,0,56,2005/2006
AZS Politechnika Radomska,2006-03-18 17:00:00,Górnik Wałbrzych,W,85:67,P,67,16,40,40.0,5,12,41.7,21,52,40.4,20,25,80.0,4,20,24,9,24,0,17,8,1,0,56,2005/2006
AZS Politechnika Radomska,2006-03-22 16:00:00,Górnik Wałbrzych,D,75:65,W,75,19,33,57.6,9,20,45.0,28,53,52.8,10,17,58.8,7,23,30,17,23,0,16,11,2,0,87,2005/2006
AZS Politechnika Radomska,2006-03-25 17:00:00,Górnik Wałbrzych,W,56:54,P,54,13,38,34.2,8,21,38.1,21,59,35.6,4,4,100.0,4,27,31,7,16,0,13,16,4,0,61,2005/2006
AZS Politechnika Radomska,2006-04-01 18:00:00,Siarka Tarnobrzeg,W,72:77,W,77,23,46,50.0,5,11,45.5,28,57,49.1,16,18,88.9,3,17,20,11,21,0,17,17,2,0,79,2005/2006
AZS Politechnika Radomska,2006-04-02 18:00:00,Siarka Tarnobrzeg,W,101:90,P,90,22,42,52.4,7,13,53.8,29,55,52.7,25,26,96.2,4,14,18,11,27,0,16,16,3,0,95,2005/2006
AZS Politechnika Radomska,2006-04-08 18:00:00,Siarka Tarnobrzeg,D,63:65,P,63,28,56,50.0,1,6,16.7,29,62,46.8,4,7,57.1,8,29,37,7,18,0,15,9,0,0,65,2005/2006
AZS Politechnika Radomska,2006-04-09 18:00:00,Siarka Tarnobrzeg,D,75:94,P,75,22,46,47.8,6,15,40.0,28,61,45.9,13,17,76.5,9,23,32,8,20,0,6,5,1,0,78,2005/2006
PTG Sokół Łańcut,2005-10-01 17:30:00,AZS Politechnika Radomska,D,84:53,W,84,26,46,56.5,7,22,31.8,33,68,48.5,11,16,68.8,7,24,31,17,25,0,8,15,4,0,103,2005/2006
PTG Sokół Łańcut,2005-10-09 18:00:00,Grono Zielona Góra,W,68:77,W,77,19,39,48.7,6,15,40.0,25,54,46.3,21,31,67.7,6,24,30,15,24,0,12,10,0,0,81,2005/2006
PTG Sokół Łańcut,2005-10-12 17:30:00,Sportowiec Częstochowa,D,71:57,W,71,18,37,48.6,9,28,32.1,27,65,41.5,8,10,80.0,16,25,41,21,18,0,15,12,6,0,96,2005/2006
PTG Sokół Łańcut,2005-10-16 17:00:00,Viking Gdynia,D,66:65,W,66,13,31,41.9,8,21,38.1,21,52,40.4,16,19,84.2,6,22,28,14,17,0,11,17,3,0,83,2005/2006
PTG Sokół Łańcut,2005-10-22 17:30:00,Sokołów Znicz Jarosław,D,83:77,W,83,26,50,52.0,5,18,27.8,31,68,45.6,16,21,76.2,11,24,35,22,23,0,17,12,1,0,94,2005/2006
PTG Sokół Łańcut,2005-10-26 18:00:00,Znicz Basket Pruszków,W,91:70,P,70,16,36,44.4,6,27,22.2,22,63,34.9,20,26,76.9,10,15,25,14,22,0,16,12,2,0,60,2005/2006
PTG Sokół Łańcut,2005-10-29 17:30:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,87:84,W,87,19,37,51.4,10,20,50.0,29,57,50.9,19,23,82.6,10,18,28,28,22,0,13,12,0,0,110,2005/2006
PTG Sokół Łańcut,2005-11-05 14:30:00,KS Legion Legionowo,W,74:85,W,85,30,51,58.8,3,16,18.8,33,67,49.3,16,21,76.2,11,20,31,9,25,0,13,11,3,0,87,2005/2006
PTG Sokół Łańcut,2005-11-09 17:30:00,KS AZS AWF Katowice,D,84:82,W,84,20,45,44.4,8,16,50.0,28,61,45.9,20,32,62.5,10,25,35,23,14,0,14,9,3,0,95,2005/2006
PTG Sokół Łańcut,2005-11-12 17:00:00,Basket Kwidzyn,W,73:56,P,56,19,44,43.2,3,13,23.1,22,57,38.6,9,11,81.8,7,19,26,9,19,0,14,7,1,0,48,2005/2006
PTG Sokół Łańcut,2005-11-19 18:30:00,PBG Basket Poznań,D,90:83,W,90,17,36,47.2,12,26,46.2,29,62,46.8,20,24,83.3,9,25,34,16,18,0,16,11,0,0,98,2005/2006
PTG Sokół Łańcut,2005-11-23 17:30:00,Stal Stalowa Wola,D,73:78,P,73,25,58,43.1,4,23,17.4,29,81,35.8,11,15,73.3,19,28,47,15,20,0,12,17,5,0,89,2005/2006
PTG Sokół Łańcut,2005-11-27 18:00:00,Górnik Wałbrzych,W,76:75,P,75,13,26,50.0,12,24,50.0,25,50,50.0,13,22,59.1,3,14,17,8,23,0,16,15,0,0,65,2005/2006
PTG Sokół Łańcut,2005-12-03 18:30:00,Siarka Tarnobrzeg,D,82:57,W,82,29,48,60.4,5,13,38.5,34,61,55.7,9,17,52.9,12,23,35,23,15,0,12,16,1,0,110,2005/2006
PTG Sokół Łańcut,2005-12-10 17:00:00,Spójnia Stargard Szcz.,W,71:73,W,73,20,45,44.4,7,20,35.0,27,65,41.5,12,20,60.0,11,18,29,9,17,0,9,9,4,0,69,2005/2006
PTG Sokół Łańcut,2005-12-17 18:00:00,AZS Politechnika Radomska,W,84:78,P,78,18,37,48.6,6,23,26.1,24,60,40.0,24,28,85.7,10,15,25,7,32,0,13,6,5,0,68,2005/2006
PTG Sokół Łańcut,2006-01-07 17:30:00,Grono Zielona Góra,D,67:60,W,67,18,38,47.4,6,19,31.6,24,57,42.1,13,22,59.1,8,27,35,20,22,0,10,13,1,0,84,2005/2006
PTG Sokół Łańcut,2006-01-11 19:00:00,Sportowiec Częstochowa,W,93:86,P,86,20,43,46.5,8,25,32.0,28,68,41.2,22,28,78.6,14,17,31,10,26,0,16,17,1,0,83,2005/2006
PTG Sokół Łańcut,2006-01-14 18:00:00,Viking Gdynia,W,86:81,P,81,18,37,48.6,11,27,40.7,29,64,45.3,12,18,66.7,8,18,26,9,22,0,11,11,1,0,76,2005/2006
PTG Sokół Łańcut,2006-01-22 18:30:00,Sokołów Znicz Jarosław,W,80:68,P,68,13,38,34.2,9,31,29.0,22,69,31.9,15,19,78.9,11,8,19,9,22,0,14,14,4,0,49,2005/2006
PTG Sokół Łańcut,2006-01-25 17:30:00,Znicz Basket Pruszków,D,89:72,W,89,21,39,53.8,6,22,27.3,27,61,44.3,29,32,90.6,11,26,37,18,21,0,15,16,3,0,111,2005/2006
PTG Sokół Łańcut,2006-01-28 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,87:80,P,80,22,39,56.4,9,20,45.0,31,59,52.5,9,17,52.9,9,16,25,18,23,0,19,17,2,0,87,2005/2006
