TEAM,DATE,OPPONENT,HOME(D)/AWAY(W),RESULT,WIN(W)/LOST(P),PTS,2PM,2PA,2P%,3PM,3PA,3P%,SM,SA,S%,FTM,FTA,FT%,OREB,DREB,TREB,AST,PF,FF,TOV,STL,BLK,RBLK,EVAL,YEAR
PTG Sokół Łańcut,2006-02-04 17:30:00,KS Legion Legionowo,D,64:75,P,64,14,32,43.8,7,26,26.9,21,58,36.2,15,18,83.3,6,21,27,12,19,0,14,15,6,0,70,2005/2006
PTG Sokół Łańcut,2006-02-08 19:00:00,KS AZS AWF Katowice,W,90:86,P,86,28,44,63.6,3,15,20.0,31,59,52.5,21,25,84.0,7,14,21,15,20,0,15,14,1,0,90,2005/2006
PTG Sokół Łańcut,2006-02-11 17:30:00,Basket Kwidzyn,D,78:51,W,78,23,45,51.1,6,12,50.0,29,57,50.9,14,21,66.7,14,26,40,16,14,0,11,12,5,0,105,2005/2006
PTG Sokół Łańcut,2006-02-18 17:30:00,PBG Basket Poznań,W,87:93,W,93,20,33,60.6,5,18,27.8,25,51,49.0,38,46,82.6,6,26,32,2,30,0,17,9,0,0,85,2005/2006
PTG Sokół Łańcut,2006-02-22 18:00:00,Stal Stalowa Wola,W,74:81,W,81,28,57,49.1,4,10,40.0,32,67,47.8,13,20,65.0,13,23,36,14,26,0,12,10,3,0,90,2005/2006
PTG Sokół Łańcut,2006-02-25 17:30:00,Górnik Wałbrzych,D,84:65,W,84,18,38,47.4,10,22,45.5,28,60,46.7,18,25,72.0,11,25,36,22,21,0,13,18,4,0,112,2005/2006
PTG Sokół Łańcut,2006-03-04 18:30:00,Siarka Tarnobrzeg,W,75:77,W,77,22,39,56.4,5,17,29.4,27,56,48.2,18,24,75.0,7,27,34,11,20,0,19,12,2,0,82,2005/2006
PTG Sokół Łańcut,2006-03-11 17:30:00,Spójnia Stargard Szcz.,D,73:65,W,73,22,44,50.0,5,16,31.3,27,60,45.0,14,18,77.8,7,21,28,18,13,0,8,10,2,0,86,2005/2006
PTG Sokół Łańcut,2006-03-18 19:00:00,Viking Gdynia,D,78:65,W,78,23,36,63.9,4,19,21.1,27,55,49.1,20,29,69.0,13,15,28,15,19,0,12,12,3,0,87,2005/2006
PTG Sokół Łańcut,2006-03-19 16:30:00,Viking Gdynia,D,56:72,P,56,13,38,34.2,4,24,16.7,17,62,27.4,18,19,94.7,11,23,34,12,23,0,10,9,0,0,55,2005/2006
PTG Sokół Łańcut,2006-03-25 18:00:00,Viking Gdynia,W,91:69,P,69,25,44,56.8,3,17,17.6,28,61,45.9,10,12,83.3,6,16,22,7,16,0,9,10,1,0,65,2005/2006
PTG Sokół Łańcut,2006-03-26 18:00:00,Viking Gdynia,W,78:66,P,66,18,35,51.4,7,20,35.0,25,55,45.5,9,12,75.0,4,17,21,8,20,0,12,11,0,0,61,2005/2006
KS AZS AWF Katowice,2005-10-02 17:00:00,Sportowiec Częstochowa,D,86:100,P,86,26,51,51.0,7,19,36.8,33,70,47.1,13,21,61.9,15,14,29,14,26,0,16,8,1,0,77,2005/2006
KS AZS AWF Katowice,2005-10-08 18:00:00,Viking Gdynia,W,102:81,P,81,28,45,62.2,6,22,27.3,34,67,50.7,7,11,63.6,8,21,29,15,21,0,14,8,2,0,84,2005/2006
KS AZS AWF Katowice,2005-10-12 19:00:00,Sokołów Znicz Jarosław,D,87:84,W,87,23,41,56.1,9,23,39.1,32,64,50.0,14,16,87.5,11,15,26,19,22,0,14,9,3,0,96,2005/2006
KS AZS AWF Katowice,2005-10-15 18:00:00,Znicz Basket Pruszków,W,85:89,W,89,24,52,46.2,10,23,43.5,34,75,45.3,11,17,64.7,14,26,40,13,20,0,16,11,4,0,94,2005/2006
KS AZS AWF Katowice,2005-10-22 17:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,81:99,P,81,17,41,41.5,10,25,40.0,27,66,40.9,17,26,65.4,8,22,30,18,29,0,16,6,2,0,73,2005/2006
KS AZS AWF Katowice,2005-10-26 18:00:00,KS Legion Legionowo,W,82:88,W,88,26,39,66.7,7,17,41.2,33,56,58.9,15,22,68.2,7,21,28,5,21,0,18,14,0,0,87,2005/2006
KS AZS AWF Katowice,2005-10-30 17:00:00,PBG Basket Poznań,D,116:107,W,116,26,49,53.1,14,34,41.2,40,83,48.2,22,32,68.8,17,21,38,24,35,0,23,16,5,0,123,2005/2006
KS AZS AWF Katowice,2005-11-05 17:00:00,Basket Kwidzyn,D,92:93,P,92,33,55,60.0,4,11,36.4,37,66,56.1,14,20,70.0,9,22,31,11,24,0,15,8,2,0,94,2005/2006
KS AZS AWF Katowice,2005-11-09 17:30:00,PTG Sokół Łańcut,W,84:82,P,82,22,46,47.8,9,22,40.9,31,68,45.6,11,17,64.7,12,22,34,13,25,0,13,8,4,0,85,2005/2006
KS AZS AWF Katowice,2005-11-12 17:00:00,Stal Stalowa Wola,D,80:89,P,80,21,59,35.6,7,20,35.0,28,79,35.4,17,25,68.0,16,17,33,13,26,0,10,9,6,0,72,2005/2006
KS AZS AWF Katowice,2005-11-19 17:00:00,Górnik Wałbrzych,W,101:84,P,84,24,46,52.2,6,14,42.9,30,60,50.0,18,27,66.7,4,13,17,15,21,0,14,10,2,0,75,2005/2006
KS AZS AWF Katowice,2005-11-23 19:00:00,Siarka Tarnobrzeg,D,60:85,P,60,21,41,51.2,2,18,11.1,23,59,39.0,12,15,80.0,8,15,23,15,28,0,17,13,2,0,57,2005/2006
KS AZS AWF Katowice,2005-11-26 17:00:00,Spójnia Stargard Szcz.,W,83:75,P,75,26,51,51.0,4,12,33.3,30,63,47.6,11,15,73.3,11,21,32,13,20,0,16,7,3,0,77,2005/2006
KS AZS AWF Katowice,2005-12-04 17:00:00,AZS Politechnika Radomska,D,89:85,W,89,22,35,62.9,8,28,28.6,30,63,47.6,21,27,77.8,7,19,26,17,19,0,15,16,3,0,97,2005/2006
KS AZS AWF Katowice,2005-12-11 17:00:00,Grono Zielona Góra,W,71:66,P,66,15,46,32.6,4,15,26.7,19,61,31.1,24,38,63.2,14,22,36,6,25,0,11,8,1,0,50,2005/2006
KS AZS AWF Katowice,2005-12-17 16:00:00,Sportowiec Częstochowa,W,99:79,P,79,23,41,56.1,8,21,38.1,31,62,50.0,9,14,64.3,11,18,29,14,17,0,20,8,3,0,77,2005/2006
KS AZS AWF Katowice,2006-01-08 17:00:00,Viking Gdynia,D,71:91,P,71,21,44,47.7,6,26,23.1,27,70,38.6,11,13,84.6,15,16,31,15,24,0,18,14,5,0,73,2005/2006
KS AZS AWF Katowice,2006-01-15 17:00:00,Znicz Basket Pruszków,D,89:78,W,89,23,39,59.0,9,25,36.0,32,64,50.0,16,20,80.0,13,22,35,15,24,0,16,11,3,0,101,2005/2006
KS AZS AWF Katowice,2006-01-18 17:30:00,Sokołów Znicz Jarosław,W,85:54,P,54,18,48,37.5,4,20,20.0,22,68,32.4,6,9,66.7,11,14,25,10,22,0,15,8,3,0,36,2005/2006
KS AZS AWF Katowice,2006-01-22 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,93:82,P,82,25,36,69.4,6,15,40.0,31,51,60.8,14,22,63.6,8,19,27,14,21,0,30,13,4,0,82,2005/2006
KS AZS AWF Katowice,2006-01-25 19:00:00,KS Legion Legionowo,D,70:78,P,70,17,52,32.7,8,18,44.4,25,70,35.7,12,16,75.0,11,25,36,10,34,0,26,16,2,0,59,2005/2006
KS AZS AWF Katowice,2006-01-28 17:00:00,PBG Basket Poznań,W,99:80,P,80,23,44,52.3,9,21,42.9,32,65,49.2,7,8,87.5,7,14,21,2,27,0,18,11,4,0,66,2005/2006
KS AZS AWF Katowice,2006-02-04 17:00:00,Basket Kwidzyn,W,92:73,P,73,23,43,53.5,6,19,31.6,29,62,46.8,9,21,42.9,9,15,24,5,23,0,12,6,1,0,52,2005/2006
KS AZS AWF Katowice,2006-02-08 19:00:00,PTG Sokół Łańcut,D,90:86,W,90,28,46,60.9,7,18,38.9,35,64,54.7,13,15,86.7,12,20,32,19,30,0,18,12,2,0,106,2005/2006
KS AZS AWF Katowice,2006-02-11 18:15:00,Stal Stalowa Wola,W,82:76,P,76,25,50,50.0,6,14,42.9,31,64,48.4,8,17,47.1,9,25,34,15,26,0,15,8,3,0,79,2005/2006
KS AZS AWF Katowice,2006-02-16 19:00:00,Spójnia Stargard Szcz.,D,77:108,P,77,20,43,46.5,10,19,52.6,30,62,48.4,7,14,50.0,5,18,23,15,20,0,19,10,3,0,70,2005/2006
KS AZS AWF Katowice,2006-02-19 17:00:00,Górnik Wałbrzych,D,67:83,P,67,18,38,47.4,7,27,25.9,25,65,38.5,10,21,47.6,15,24,39,13,20,0,19,11,3,0,63,2005/2006
KS AZS AWF Katowice,2006-02-22 18:00:00,Siarka Tarnobrzeg,W,92:71,P,71,24,52,46.2,4,12,33.3,28,64,43.8,11,16,68.8,12,19,31,13,16,0,15,9,3,0,71,2005/2006
KS AZS AWF Katowice,2006-03-02 19:00:00,AZS Politechnika Radomska,W,79:67,P,67,22,52,42.3,4,15,26.7,26,67,38.8,11,14,78.6,10,23,33,7,17,0,11,11,3,0,66,2005/2006
KS AZS AWF Katowice,2006-03-11 17:00:00,Grono Zielona Góra,D,69:79,P,69,20,35,57.1,2,16,12.5,22,51,43.1,23,31,74.2,9,24,33,5,16,0,14,11,1,0,68,2005/2006
KS AZS AWF Katowice,2006-03-18 17:00:00,KS Legion Legionowo,W,87:77,P,77,19,41,46.3,10,20,50.0,29,61,47.5,9,15,60.0,7,17,24,15,25,0,15,10,2,0,75,2005/2006
KS AZS AWF Katowice,2006-03-22 19:00:00,KS Legion Legionowo,D,90:77,W,90,23,44,52.3,10,23,43.5,33,67,49.3,14,17,82.4,10,18,28,18,24,0,17,18,4,0,104,2005/2006
KS AZS AWF Katowice,2006-03-25 19:00:00,KS Legion Legionowo,W,71:65,P,65,16,39,41.0,6,23,26.1,22,62,35.5,15,22,68.2,12,19,31,7,29,0,18,13,1,0,52,2005/2006
KS AZS AWF Katowice,2006-04-01 17:00:00,PBG Basket Poznań,W,98:76,P,76,23,40,57.5,5,23,21.7,28,63,44.4,15,27,55.6,14,18,32,8,26,0,15,10,1,0,65,2005/2006
KS AZS AWF Katowice,2006-04-02 16:00:00,PBG Basket Poznań,W,86:71,P,71,18,42,42.9,7,25,28.0,25,67,37.3,14,18,77.8,13,15,28,6,26,0,15,9,1,0,54,2005/2006
KS AZS AWF Katowice,2006-04-08 17:30:00,PBG Basket Poznań,D,74:67,W,74,14,29,48.3,8,25,32.0,22,54,40.7,22,28,78.6,7,18,25,13,22,0,18,16,1,0,73,2005/2006
KS AZS AWF Katowice,2006-04-09 19:30:00,PBG Basket Poznań,D,51:72,P,51,11,28,39.3,3,18,16.7,14,46,30.4,20,27,74.1,13,20,33,10,31,0,33,8,3,0,33,2005/2006
Basket Kwidzyn,2005-10-01 17:00:00,Grono Zielona Góra,D,74:61,W,74,18,41,43.9,7,19,36.8,25,60,41.7,17,24,70.8,9,26,35,13,19,0,8,5,3,0,80,2005/2006
Basket Kwidzyn,2005-10-08 18:00:00,Sportowiec Częstochowa,W,76:96,W,96,27,46,58.7,10,20,50.0,37,66,56.1,12,19,63.2,5,25,30,20,28,0,17,4,0,0,97,2005/2006
Basket Kwidzyn,2005-10-12 17:00:00,Viking Gdynia,D,81:86,P,81,25,37,67.6,6,22,27.3,31,59,52.5,13,16,81.3,4,16,20,17,22,0,5,9,5,0,96,2005/2006
Basket Kwidzyn,2005-10-15 17:30:00,Sokołów Znicz Jarosław,W,84:65,P,65,17,38,44.7,8,23,34.8,25,61,41.0,7,14,50.0,8,14,22,9,26,0,15,9,3,0,50,2005/2006
Basket Kwidzyn,2005-10-22 11:00:00,Znicz Basket Pruszków,D,100:68,W,100,29,42,69.0,10,19,52.6,39,61,63.9,12,14,85.7,8,19,27,20,22,0,10,19,3,0,135,2005/2006
Basket Kwidzyn,2005-10-26 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,85:70,P,70,23,36,63.9,5,21,23.8,28,57,49.1,9,14,64.3,10,17,27,8,17,0,14,8,3,0,68,2005/2006
Basket Kwidzyn,2005-10-29 17:00:00,KS Legion Legionowo,D,81:73,W,81,26,45,57.8,4,16,25.0,30,61,49.2,17,22,77.3,8,17,25,14,22,0,11,15,2,0,90,2005/2006
Basket Kwidzyn,2005-11-05 17:00:00,KS AZS AWF Katowice,W,92:93,W,93,27,51,52.9,7,15,46.7,34,66,51.5,18,24,75.0,8,19,27,18,22,0,8,8,1,0,101,2005/2006
Basket Kwidzyn,2005-11-09 17:00:00,PBG Basket Poznań,D,75:65,W,75,17,27,63.0,8,21,38.1,25,48,52.1,17,22,77.3,10,23,33,18,25,0,17,11,3,0,95,2005/2006
Basket Kwidzyn,2005-11-12 17:00:00,PTG Sokół Łańcut,D,73:56,W,73,20,35,57.1,6,19,31.6,26,54,48.1,15,21,71.4,8,25,33,18,16,0,11,11,2,0,92,2005/2006
Basket Kwidzyn,2005-11-19 17:00:00,Stal Stalowa Wola,W,63:59,P,59,22,53,41.5,4,17,23.5,26,70,37.1,3,5,60.0,17,26,43,7,20,0,15,6,4,0,58,2005/2006
Basket Kwidzyn,2005-11-23 16:30:00,Górnik Wałbrzych,D,74:58,W,74,22,37,59.5,7,16,43.8,29,53,54.7,9,19,47.4,9,13,22,20,20,0,9,16,3,0,92,2005/2006
Basket Kwidzyn,2005-11-26 11:00:00,Siarka Tarnobrzeg,W,69:60,P,60,23,42,54.8,2,11,18.2,25,53,47.2,8,11,72.7,7,25,32,10,25,0,20,8,2,0,61,2005/2006
Basket Kwidzyn,2005-12-03 17:00:00,Spójnia Stargard Szcz.,D,77:67,W,77,19,31,61.3,6,20,30.0,25,51,49.0,21,26,80.8,4,27,31,11,17,0,9,6,4,0,89,2005/2006
Basket Kwidzyn,2005-12-10 18:00:00,AZS Politechnika Radomska,W,64:70,W,70,22,42,52.4,4,20,20.0,26,62,41.9,14,20,70.0,10,26,36,12,14,0,8,2,2,0,72,2005/2006
Basket Kwidzyn,2005-12-17 17:00:00,Grono Zielona Góra,W,57:62,W,62,10,28,35.7,8,22,36.4,18,50,36.0,18,28,64.3,6,23,29,11,23,0,12,8,5,0,61,2005/2006
Basket Kwidzyn,2006-01-07 17:00:00,Sportowiec Częstochowa,D,56:53,W,56,15,32,46.9,3,21,14.3,18,53,34.0,17,23,73.9,12,28,40,10,16,0,11,8,7,0,69,2005/2006
Basket Kwidzyn,2006-01-14 17:00:00,Sokołów Znicz Jarosław,D,80:60,W,80,25,47,53.2,7,17,41.2,32,64,50.0,9,12,75.0,10,26,36,17,25,0,7,6,3,0,100,2005/2006
Basket Kwidzyn,2006-01-18 18:00:00,Viking Gdynia,W,78:76,P,76,23,45,51.1,7,22,31.8,30,67,44.8,9,13,69.2,9,20,29,6,21,0,6,3,1,0,68,2005/2006
Basket Kwidzyn,2006-01-21 18:00:00,Znicz Basket Pruszków,W,69:80,W,80,16,42,38.1,11,21,52.4,27,63,42.9,15,18,83.3,10,25,35,15,21,0,15,13,2,0,91,2005/2006
Basket Kwidzyn,2006-01-25 17:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,74:72,W,74,18,37,48.6,9,23,39.1,27,60,45.0,11,19,57.9,9,21,30,12,24,0,9,9,3,0,78,2005/2006
Basket Kwidzyn,2006-01-28 18:00:00,KS Legion Legionowo,W,79:73,P,73,21,45,46.7,5,22,22.7,26,67,38.8,16,23,69.6,14,23,37,5,29,0,13,6,1,0,61,2005/2006
Basket Kwidzyn,2006-02-04 17:00:00,KS AZS AWF Katowice,D,92:73,W,92,31,47,66.0,4,15,26.7,35,62,56.5,18,24,75.0,10,28,38,17,20,0,12,8,3,0,113,2005/2006
Basket Kwidzyn,2006-02-08 16:00:00,PBG Basket Poznań,W,89:86,P,86,26,46,56.5,5,20,25.0,31,66,47.0,19,26,73.1,12,22,34,6,25,0,11,7,0,0,80,2005/2006
Basket Kwidzyn,2006-02-11 17:30:00,PTG Sokół Łańcut,W,78:51,P,51,11,30,36.7,6,20,30.0,17,50,34.0,11,17,64.7,9,12,21,10,25,0,15,8,1,0,37,2005/2006
Basket Kwidzyn,2006-02-17 17:00:00,Stal Stalowa Wola,D,67:72,P,67,20,42,47.6,7,19,36.8,27,61,44.3,6,9,66.7,11,25,36,14,23,0,10,5,3,0,78,2005/2006
Basket Kwidzyn,2006-02-22 18:00:00,Górnik Wałbrzych,W,77:76,P,76,20,38,52.6,8,19,42.1,28,57,49.1,12,17,70.6,9,16,25,14,20,0,9,10,2,0,84,2005/2006
Basket Kwidzyn,2006-02-25 17:00:00,Siarka Tarnobrzeg,D,85:74,W,85,22,40,55.0,9,24,37.5,31,64,48.4,14,20,70.0,13,24,37,17,18,0,5,5,2,0,102,2005/2006
Basket Kwidzyn,2006-03-07 18:00:00,Spójnia Stargard Szcz.,W,77:76,P,76,23,49,46.9,8,25,32.0,31,74,41.9,6,10,60.0,11,25,36,11,24,0,6,7,3,0,80,2005/2006
Basket Kwidzyn,2006-03-11 17:00:00,AZS Politechnika Radomska,D,71:68,W,71,21,37,56.8,7,19,36.8,28,56,50.0,8,16,50.0,8,21,29,17,15,0,15,13,1,0,80,2005/2006
Basket Kwidzyn,2006-03-18 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,84:86,W,86,25,43,58.1,7,19,36.8,32,62,51.6,15,23,65.2,12,23,35,10,26,0,12,9,1,0,91,2005/2006
Basket Kwidzyn,2006-03-19 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,90:80,P,80,17,35,48.6,8,23,34.8,25,58,43.1,22,29,75.9,6,13,19,20,24,0,12,10,2,0,79,2005/2006
Basket Kwidzyn,2006-03-25 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,79:80,P,79,23,36,63.9,4,17,23.5,27,53,50.9,21,31,67.7,6,19,25,12,19,0,10,12,3,0,85,2005/2006
Basket Kwidzyn,2006-03-26 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,70:74,P,70,20,38,52.6,6,25,24.0,26,63,41.3,12,19,63.2,9,22,31,14,25,0,8,6,4,0,73,2005/2006
Górnik Wałbrzych,2005-10-02 17:00:00,Siarka Tarnobrzeg,D,73:72,W,73,16,33,48.5,6,19,31.6,22,52,42.3,23,36,63.9,11,24,35,14,35,0,20,18,4,0,81,2005/2006
Górnik Wałbrzych,2005-10-08 17:00:00,Spójnia Stargard Szcz.,W,92:72,P,72,22,49,44.9,3,14,21.4,25,63,39.7,19,27,70.4,17,20,37,9,26,0,21,9,1,0,61,2005/2006
Górnik Wałbrzych,2005-10-12 18:00:00,AZS Politechnika Radomska,D,99:81,W,99,30,41,73.2,9,22,40.9,39,63,61.9,12,16,75.0,9,17,26,22,25,0,17,15,3,0,120,2005/2006
Górnik Wałbrzych,2005-10-15 17:30:00,Grono Zielona Góra,W,61:57,P,57,13,31,41.9,8,18,44.4,21,49,42.9,7,14,50.0,6,23,29,7,20,0,14,8,1,0,53,2005/2006
Górnik Wałbrzych,2005-10-22 19:00:00,Sportowiec Częstochowa,D,99:90,W,99,29,46,63.0,10,25,40.0,39,71,54.9,11,16,68.8,13,26,39,24,30,0,11,15,4,0,133,2005/2006
Górnik Wałbrzych,2005-10-26 18:00:00,Viking Gdynia,W,75:56,P,56,16,33,48.5,2,20,10.0,18,53,34.0,18,23,78.3,6,23,29,11,15,0,18,9,2,0,49,2005/2006
Górnik Wałbrzych,2005-10-29 17:00:00,Sokołów Znicz Jarosław,D,74:79,P,74,22,39,56.4,6,15,40.0,28,54,51.9,12,15,80.0,11,15,26,22,26,0,16,18,1,0,96,2005/2006
Górnik Wałbrzych,2005-11-05 18:00:00,Znicz Basket Pruszków,W,81:56,P,56,18,51,35.3,2,19,10.5,20,70,28.6,14,22,63.6,16,11,27,13,20,0,23,18,3,0,36,2005/2006
Górnik Wałbrzych,2005-11-09 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,D,74:87,P,74,20,38,52.6,8,20,40.0,28,58,48.3,10,16,62.5,8,24,32,19,25,0,18,10,2,0,83,2005/2006
Górnik Wałbrzych,2005-11-12 17:00:00,KS Legion Legionowo,W,82:85,W,85,22,38,57.9,8,18,44.4,30,56,53.6,17,27,63.0,11,16,27,13,20,0,18,5,0,0,76,2005/2006
Górnik Wałbrzych,2005-11-19 17:00:00,KS AZS AWF Katowice,D,101:84,W,101,35,59,59.3,7,14,50.0,42,73,57.5,10,19,52.6,14,24,38,29,24,0,13,11,5,0,131,2005/2006
Górnik Wałbrzych,2005-11-23 16:30:00,Basket Kwidzyn,W,74:58,P,58,14,31,45.2,5,14,35.7,19,45,42.2,15,17,88.2,9,18,27,10,21,0,24,3,1,0,47,2005/2006
Górnik Wałbrzych,2005-11-27 18:00:00,PTG Sokół Łańcut,D,76:75,W,76,20,34,58.8,6,16,37.5,26,50,52.0,18,21,85.7,10,23,33,17,24,0,21,15,1,0,94,2005/2006
Górnik Wałbrzych,2005-12-03 17:00:00,Stal Stalowa Wola,W,83:79,P,79,19,41,46.3,8,18,44.4,27,59,45.8,17,24,70.8,13,25,38,12,18,0,17,10,4,0,87,2005/2006
Górnik Wałbrzych,2005-12-10 17:00:00,PBG Basket Poznań,D,76:68,W,76,23,47,48.9,5,16,31.3,28,63,44.4,15,21,71.4,15,32,47,17,28,0,16,13,8,0,104,2005/2006
Górnik Wałbrzych,2005-12-17 18:30:00,Siarka Tarnobrzeg,W,67:82,W,82,27,39,69.2,3,13,23.1,30,52,57.7,19,22,86.4,9,20,29,23,23,0,22,12,1,0,100,2005/2006
Górnik Wałbrzych,2006-01-07 17:00:00,Spójnia Stargard Szcz.,D,79:72,W,79,26,48,54.2,5,19,26.3,31,67,46.3,12,17,70.6,11,23,34,19,21,0,9,8,5,0,95,2005/2006
Górnik Wałbrzych,2006-01-14 17:00:00,Grono Zielona Góra,D,86:71,W,86,24,45,53.3,5,10,50.0,29,55,52.7,23,29,79.3,13,27,40,15,21,0,11,7,7,0,112,2005/2006
Górnik Wałbrzych,2006-01-18 16:00:00,AZS Politechnika Radomska,W,77:57,P,57,15,36,41.7,4,20,20.0,19,56,33.9,15,23,65.2,12,24,36,11,26,0,17,3,4,0,49,2005/2006
Górnik Wałbrzych,2006-01-22 16:00:00,Sportowiec Częstochowa,W,75:72,P,72,21,55,38.2,6,22,27.3,27,77,35.1,12,19,63.2,14,23,37,14,22,0,15,10,2,0,63,2005/2006
Górnik Wałbrzych,2006-01-25 18:00:00,Viking Gdynia,D,68:82,P,68,23,47,48.9,3,11,27.3,26,58,44.8,13,15,86.7,8,20,28,23,22,0,8,9,2,0,88,2005/2006
Górnik Wałbrzych,2006-02-04 17:00:00,Znicz Basket Pruszków,D,86:78,W,86,20,36,55.6,8,25,32.0,28,61,45.9,22,28,78.6,10,22,32,24,20,0,10,15,3,0,111,2005/2006
Górnik Wałbrzych,2006-02-08 18:00:00,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,W,104:99,P,99,27,38,71.1,9,29,31.0,36,67,53.7,18,20,90.0,13,18,31,14,32,0,25,12,0,0,98,2005/2006
Górnik Wałbrzych,2006-02-11 18:30:00,KS Legion Legionowo,D,78:58,W,78,28,45,62.2,2,11,18.2,30,56,53.6,16,22,72.7,10,29,39,19,19,0,15,22,2,0,113,2005/2006
Górnik Wałbrzych,2006-02-19 17:00:00,KS AZS AWF Katowice,W,67:83,W,83,25,50,50.0,7,12,58.3,32,62,51.6,12,17,70.6,6,23,29,16,23,0,13,13,1,0,94,2005/2006
Górnik Wałbrzych,2006-02-22 18:00:00,Basket Kwidzyn,D,77:76,W,77,25,41,61.0,5,12,41.7,30,53,56.6,12,15,80.0,4,25,29,17,20,0,11,7,1,0,94,2005/2006
Górnik Wałbrzych,2006-02-25 17:30:00,PTG Sokół Łańcut,W,84:65,P,65,13,34,38.2,8,23,34.8,21,57,36.8,15,19,78.9,9,18,27,10,23,0,22,9,1,0,50,2005/2006
Górnik Wałbrzych,2006-03-05 17:00:00,Stal Stalowa Wola,D,77:88,P,77,25,46,54.3,4,14,28.6,29,60,48.3,15,24,62.5,10,22,32,17,17,0,16,15,3,0,88,2005/2006
Górnik Wałbrzych,2006-03-08 18:00:00,Sokołów Znicz Jarosław,W,96:82,P,82,23,43,53.5,10,22,45.5,33,65,50.8,6,13,46.2,8,18,26,14,34,0,18,6,3,0,74,2005/2006
Górnik Wałbrzych,2006-03-11 17:00:00,PBG Basket Poznań,W,106:86,P,86,25,41,61.0,8,21,38.1,33,62,53.2,12,18,66.7,6,17,23,4,25,0,23,9,0,0,64,2005/2006
Górnik Wałbrzych,2006-03-18 17:00:00,AZS Politechnika Radomska,D,85:67,W,85,25,52,48.1,7,16,43.8,32,68,47.1,14,19,73.7,18,27,45,18,22,0,12,17,5,0,117,2005/2006
Górnik Wałbrzych,2006-03-22 16:00:00,AZS Politechnika Radomska,W,75:65,P,65,25,47,53.2,2,10,20.0,27,57,47.4,9,21,42.9,7,19,26,8,18,0,16,15,1,0,57,2005/2006
Górnik Wałbrzych,2006-03-25 17:00:00,AZS Politechnika Radomska,D,56:54,W,56,16,43,37.2,5,20,25.0,21,63,33.3,9,12,75.0,12,32,44,12,14,0,15,12,4,0,68,2005/2006
Grono Zielona Góra,2005-10-01 17:00:00,Basket Kwidzyn,W,74:61,P,61,21,40,52.5,3,9,33.3,24,49,49.0,10,14,71.4,11,15,26,7,21,0,11,4,1,0,59,2005/2006
Grono Zielona Góra,2005-10-09 18:00:00,PTG Sokół Łańcut,D,68:77,P,68,13,28,46.4,10,30,33.3,23,58,39.7,12,23,52.2,10,27,37,15,28,0,14,10,0,0,70,2005/2006
Grono Zielona Góra,2005-10-12 18:00:00,Stal Stalowa Wola,W,105:68,P,68,22,50,44.0,6,26,23.1,28,76,36.8,6,10,60.0,8,16,24,14,25,0,17,14,4,0,55,2005/2006
Grono Zielona Góra,2005-10-15 17:30:00,Górnik Wałbrzych,D,61:57,W,61,18,32,56.3,6,26,23.1,24,58,41.4,7,16,43.8,14,22,36,12,19,0,14,13,3,0,68,2005/2006
Grono Zielona Góra,2005-10-22 18:00:00,Siarka Tarnobrzeg,W,76:71,P,71,17,33,51.5,9,31,29.0,26,64,40.6,10,15,66.7,10,26,36,8,31,0,20,7,0,0,59,2005/2006
Grono Zielona Góra,2005-10-26 17:30:00,Spójnia Stargard Szcz.,D,79:75,W,79,16,40,40.0,10,27,37.0,26,67,38.8,17,27,63.0,16,24,40,11,20,0,7,7,2,0,81,2005/2006
Grono Zielona Góra,2005-10-29 18:00:00,AZS Politechnika Radomska,W,58:77,W,77,18,40,45.0,9,25,36.0,27,65,41.5,14,22,63.6,14,20,34,10,20,0,7,6,3,0,77,2005/2006
Grono Zielona Góra,2005-11-06 17:00:00,PBG Basket Poznań,W,69:65,P,65,11,24,45.8,10,32,31.3,21,56,37.5,13,16,81.3,9,19,28,2,27,0,17,8,0,0,48,2005/2006
Grono Zielona Góra,2005-11-09 18:00:00,Sportowiec Częstochowa,D,60:89,P,60,16,35,45.7,6,30,20.0,22,65,33.8,10,19,52.6,12,20,32,13,22,0,14,7,3,0,49,2005/2006
Grono Zielona Góra,2005-11-12 18:00:00,Viking Gdynia,W,72:79,W,79,23,35,65.7,6,19,31.6,29,54,53.7,15,19,78.9,4,20,24,9,16,0,10,6,0,0,79,2005/2006
Grono Zielona Góra,2005-11-19 17:00:00,Sokołów Znicz Jarosław,D,58:63,P,58,15,32,46.9,6,21,28.6,21,53,39.6,10,15,66.7,5,20,25,8,25,0,14,13,0,0,53,2005/2006
